Time,theta1,theta1dot,theta2,theta2dot
1.5219791048199043,-0.015484769839728808,-0.08745076036827938,0.136978581755376,0.3778126467530847
1.531986102724978,-0.016363799698160816,-0.0882359480786665,0.14074698845790762,0.37533104083361923
1.542006339884977,-0.017251976074133125,-0.0890442429678712,0.14449518002779124,0.3727827727899383
1.5520393721595387,-0.018149511990209644,-0.08987560730509904,0.14822225904305705,0.3701684476193738
1.5620847140275762,-0.019056616108235305,-0.09072999562274253,0.15192732000555006,0.36748871351642215
1.5721418388107844,-0.019973492463952105,-0.09160735449504942,0.1556094505165189,0.364744262601089
1.5822101800673705,-0.020900340298924475,-0.09250762243204604,0.15926773290593946,0.361935831240606
1.5922891369950436,-0.021837354262849,-0.09343073016899446,0.16290124730957795,0.35906419909702086
1.6023780714816898,-0.02278472384697886,-0.0943766002389887,0.1665090717056346,0.3561301903676824
1.612476314550784,-0.023742633686870504,-0.09534514742254102,0.17009028534451165,0.3531346722485188
1.6225831683656116,-0.024711263465488492,-0.09633627884353835,0.17364397052918537,0.3500785544620915
1.632697909942145,-0.025690787987059004,-0.09734989426621257,0.17716921496694116,0.3469627881235539
1.6428197971334704,-0.02668137749053851,-0.09838588667586311,0.18066511484389555,0.3437883637031992
1.6529480666065697,-0.027683197199202772,-0.09944414209095631,0.18413077506414005,0.34055631131349196
1.6630819444661413,-0.02869640812501325,-0.10052454070991505,0.18756531379534702,0.3372676968741518
1.673220645315751,-0.029721166764167285,-0.10162695692152943,0.19096786294160512,0.3339236217340693
1.6833633795912326,-0.030757625635887978,-0.10275126022548618,0.194337571360923,0.33052521949303043
1.6935093553798253,-0.03180593329806142,-0.1038973156125057,0.1976736061183521,0.32707365445296993
1.7036577820643137,-0.032866234569130084,-0.1050649841735199,0.2009751542756729,0.32357011935507
1.7138078816192481,-0.03393867159141259,-0.10625412465248217,0.2042414270343241,0.32001583029060965
1.723958881418548,-0.03502338299311006,-0.10746459290908802,0.2074716577628944,0.31641202788053946
1.7341100267542509,-0.03612050514675442,-0.10869624369457104,0.21066510631730317,0.31275997152459767
1.7442605785217575,-0.037230171895509895,-0.10994893072841826,0.2138210584740914,0.30906093874027574
1.7544098212024453,-0.0383525154156153,-0.11122250803861035,0.2169388285263445,0.3053162207583246
1.7645570578934806,-0.03948766569106544,-0.11251682972458142,0.2200177577611802,0.3015271227880025
1.7747016215511282,-0.040635751804659566,-0.11383175176539252,0.22305721784210536,0.29769495828047843
1.7848428788021622,-0.04179690247146793,-0.1151671329690244,0.22605661171424044,0.2938210457881328
1.7949802166185145,-0.04297124461796569,-0.11652283364699369,0.22901536941364362,0.2899067124259072
1.8051130626007645,-0.0441589058260029,-0.11789871871061663,0.23193295376393447,0.2859532845229046
1.8152408708742138,-0.04536001285255957,-0.11929465622972166,0.2348088558608798,0.28196209145309853
1.82536313240746,-0.04657469299173274,-0.12071051924696083,0.23764259764507883,0.2779344600875019
1.8354793732217416,-0.04780307405602753,-0.1221461859758554,0.24043373087541808,0.27387171395070886
1.8455891507312256,-0.04904528412333109,-0.12360153969412674,0.24318183560696863,0.2697751732397436
1.855692058296166,-0.050301452290285445,-0.12507646978829765,0.2458865209085053,0.26564615160974164
1.865787725172445,-0.05157170889403369,-0.12657087215681379,0.24854742423318782,0.2614859548305509
1.8758758173196324,-0.052856185854798704,-0.12808464973168418,0.2511642109814506,0.25729587915193536
1.8859560266296573,-0.05415501553608148,-0.12961771122710855,0.2537365710847365,0.25307721458404214
1.8960280830876377,-0.05546833252364204,-0.13116997330496274,0.25626422154302997,0.24883123873842694
1.906091742164283,-0.056796272239133805,-0.1327413589869192,0.2587469025724379,0.244559221059381
1.916146797382387,-0.058138972826206316,-0.13433179991219868,0.26118438010203604,0.24026241654445005
1.9261930645365566,-0.05949657331178278,-0.13594123417063472,0.2635764412388561,0.23594207154312136
1.9362303909873217,-0.060869215073376746,-0.13756960802983273,0.2659228959303641,0.23159941898892614
1.9462586534160433,-0.06225704179793276,-0.13921687586183695,0.2682235757473409,0.2272356785766466
1.956277744339651,-0.06366019784330353,-0.1408829981559622,0.27047833020508016,0.22285206196315627
1.9662875889273195,-0.06507883079136029,-0.14256794449324015,0.27268703004648,0.21844976484510698
1.976288132496499,-0.06651308994685137,-0.14427169169624,0.27484956379480624,0.21402997184832528
1.9862793394598401,-0.06796312638743568,-0.14599422380771945,0.27696583702708394,0.20959385653397292
1.9962611998708635,-0.06942909413036595,-0.1477355333858259,0.27903577322650575,0.2051425780626695
2.0062337126407557,-0.07091114788542885,-0.1494956187350009,0.2810593097711003,0.20067728829503242
2.01619690470928,-0.07240944607418912,-0.1512744873839817,0.28303640142031694,0.19619912291951977
2.026150812897119,-0.0739241483453087,-0.15307215301921406,0.28496701612771147,0.19170920928639978
2.0360954919816567,-0.07545541696090043,-0.15488863700938052,0.28685113624717545,0.1872086625651829
2.046031006327352,-0.0770034156963974,-0.15672396697303942,0.28868875651408316,0.18269858933687974
2.055957438716089,-0.07856831137909656,-0.15857817847167768,0.29047988531547464,0.17818008344344283
2.0658748844813237,-0.08015027316979455,-0.16045131402048116,0.2922245431674984,0.17365422851540538
2.075783441641581,-0.08174947113273734,-0.16234342125722762,0.29392276067446094,0.1691221024022156
2.0856832274420722,-0.08336607903281941,-0.16425455611241097,0.2955745811027545,0.16458476956554802
2.0955743639080855,-0.08500027217451012,-0.16618478010692853,0.2971800575456104,0.1600432876456337
2.1054569795912763,-0.08665222779906698,-0.1681341606789743,0.29873925300014537,0.15549870666911797
2.115331219845236,-0.08832212695378641,-0.1701027732421904,0.3002522416858622,0.15095206433365957
